Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Impact Region,
Reason and
Duration",Vs Old,Duration,,,,,,,
QLD,Powerlink,"06/03/2023 17:01
Monday","20/04/2023 17:00
Thursday",Strathmore No.1 275/132 kV Transformer,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"QLD
Commissioning
45 Days",#REF!,45 Days,,,,,,,
VIC,AusNet,"18/03/2023 05:00
Saturday","21/03/2023 17:00
Tuesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
3.5 Days",#REF!,3.5 Days,,,,,,,
QLD,Powerlink,"20/03/2023 08:00
Monday","24/03/2023 16:00
Friday",Strathmore - Ross (8858) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.",Day: 72 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Commissioning
4.3 Days",#REF!,4.3 Days,,,,,,,
VIC,AusNet,"22/03/2023 05:00
Wednesday","22/03/2023 17:00
Wednesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"23/03/2023 05:00
Thursday","23/03/2023 17:00
Thursday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"24/03/2023 05:00
Friday","24/03/2023 17:00
Friday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"25/03/2023 05:00
Saturday","25/03/2023 17:00
Saturday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
QLD,Powerlink,"28/03/2023 07:00
Tuesday","31/03/2023 16:00
Friday",Ross No.3 288/138/19 kV Transformer,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 8 hrs-Night: 16 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"
Commissioning
3.4 Days",#REF!,3.4 Days,,,,,,,
QLD,Powerlink,"04/04/2023 07:00
Tuesday","05/04/2023 17:00
Wednesday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 6 hrs-Night: 8 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"QLD
Commissioning
1.4 Days",#REF!,1.4 Days,,,,,,,
QLD,Powerlink,"06/04/2023 08:00
Thursday","06/04/2023 16:00
Thursday",Nebo - Broadsound (8846) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 1 hr-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Commissioning
8 Hours",#REF!,8 Hours,,,,,,,
VIC,AusNet,"12/04/2023 06:30
Wednesday","12/04/2023 17:00
Wednesday",Heywood - South East No.2 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
10.5 Hours",#REF!,10.5 Hours,,,,,,,
QLD,Powerlink,"16/04/2023 08:30
Sunday","21/04/2023 16:00
Friday",Ross No.2 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 4 hrs-Night: 7 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
5.3 Days",#REF!,5.3 Days,,,,,,,
VIC,AusNet,"17/04/2023 07:00
Monday","17/04/2023 17:00
Monday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
QLD,Powerlink,"17/04/2023 07:00
Monday","17/04/2023 16:00
Monday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"18/04/2023 07:00
Tuesday","18/04/2023 16:00
Tuesday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"19/04/2023 07:00
Wednesday","19/04/2023 16:00
Wednesday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"20/04/2023 07:00
Thursday","20/04/2023 16:00
Thursday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"21/04/2023 07:00
Friday","21/04/2023 16:00
Friday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"22/04/2023 07:00
Saturday","22/04/2023 16:00
Saturday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"23/04/2023 07:00
Sunday","23/04/2023 16:00
Sunday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"24/04/2023 07:00
Monday","24/04/2023 16:00
Monday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"25/04/2023 07:00
Tuesday","25/04/2023 16:00
Tuesday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"26/04/2023 07:00
Wednesday","26/04/2023 16:00
Wednesday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"27/04/2023 07:00
Thursday","27/04/2023 16:00
Thursday",Stanwell - Broadsound (856) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"09/05/2023 07:00
Tuesday","09/06/2023 17:00
Friday",Nebo - Strathmore (878) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,,"QLD
Commissioning
31.4 Days",#REF!,31.4 Days,,,,,,,
VIC,AusNet,"15/05/2023 06:00
Monday","15/05/2023 18:30
Monday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"15/05/2023 07:00
Monday","15/05/2023 17:00
Monday",Hazelwood - Loy Yang Power Station No.2 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"16/05/2023 06:00
Tuesday","16/05/2023 18:30
Tuesday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"16/05/2023 07:00
Tuesday","16/05/2023 17:00
Tuesday",Hazelwood - Loy Yang Power Station No.2 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"17/05/2023 06:00
Wednesday","17/05/2023 18:30
Wednesday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"17/05/2023 07:00
Wednesday","17/05/2023 17:00
Wednesday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"18/05/2023 06:00
Thursday","18/05/2023 18:30
Thursday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"18/05/2023 07:00
Thursday","18/05/2023 17:00
Thursday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"19/05/2023 06:00
Friday","19/05/2023 18:30
Friday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"24/05/2023 06:00
Wednesday","24/05/2023 18:30
Wednesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"24/05/2023 06:30
Wednesday","24/05/2023 17:00
Wednesday",Keilor – Sydenham 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10.5 Hours",#REF!,10.5 Hours,,,,,,,
VIC,AusNet,"25/05/2023 06:00
Thursday","25/05/2023 18:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"25/05/2023 06:30
Thursday","25/05/2023 17:00
Thursday",Keilor – Sydenham 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10.5 Hours",#REF!,10.5 Hours,,,,,,,
VIC,AusNet,"26/05/2023 06:00
Friday","26/05/2023 18:30
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
QLD,Powerlink,"26/05/2023 16:01
Friday","09/06/2023 07:59
Friday",Ross No.3 288/138/19 kV Transformer,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 0 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Commissioning
13.7 Days",#REF!,13.7 Days,,,,,,,
VIC,AusNet,"27/05/2023 06:00
Saturday","27/05/2023 18:30
Saturday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"28/05/2023 06:00
Sunday","28/05/2023 18:30
Sunday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"29/05/2023 06:00
Monday","29/05/2023 18:30
Monday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"29/05/2023 07:00
Monday","29/05/2023 17:00
Monday",Ballarat - Waubra 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C 
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
SA,ElectraNet,"29/05/2023 08:30
Monday","19/06/2023 17:30
Monday",Cherry Gardens - Tailem Bend 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 16 hrs-Night: 24 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"SA
Maintenance
21.4 Days",#REF!,21.4 Days,,,,,,,
VIC,AusNet,"30/05/2023 06:00
Tuesday","30/05/2023 18:30
Tuesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
