Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Impact Region,
Reason and
Duration",Vs Old,Duration,,,,,,,
VIC,AusNet,"25/03/2023 05:00
Saturday","25/03/2023 17:00
Saturday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
? Cause a large reduction in generation in Victoria
? Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
QLD,Powerlink,"27/03/2023 07:00
Monday","27/03/2023 17:00
Monday",Strathmore - Ross (8857) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.",Day: 2 hrs-Night: 2 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
QLD,Powerlink,"28/03/2023 07:00
Tuesday","31/03/2023 16:00
Friday",Ross No.3 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 8 hrs-Night: 16 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"
Commissioning
3.4 Days",#REF!,3.4 Days,,,,,,,
QLD,Powerlink,"28/03/2023 07:00
Tuesday","28/03/2023 17:00
Tuesday",Strathmore - Ross (8857) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.",Day: 2 hrs-Night: 2 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
QLD,Powerlink,"04/04/2023 07:00
Tuesday","05/04/2023 17:00
Wednesday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 6 hrs-Night: 8 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"QLD
Commissioning
1.4 Days",#REF!,1.4 Days,,,,,,,
QLD,Powerlink,"06/04/2023 08:00
Thursday","06/04/2023 16:00
Thursday",Nebo - Broadsound (8846) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 1 hr-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"QLD
Commissioning
8 Hours",#REF!,8 Hours,,,,,,,
VIC,AusNet,"12/04/2023 06:30
Wednesday","12/04/2023 17:00
Wednesday",Heywood - South East No.2 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
10.5 Hours",#REF!,10.5 Hours,,,,,,,
VIC,AusNet,"17/04/2023 07:00
Monday","17/04/2023 17:00
Monday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
QLD,Powerlink,"17/04/2023 07:00
Monday","17/04/2023 16:00
Monday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"18/04/2023 07:00
Tuesday","18/04/2023 16:00
Tuesday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"19/04/2023 07:00
Wednesday","19/04/2023 16:00
Wednesday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"20/04/2023 07:00
Thursday","20/04/2023 16:00
Thursday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
TAS,TasNetworks,"20/04/2023 09:00
Thursday","20/04/2023 16:00
Thursday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"TAS
Maintenance
7 Hours",#REF!,7 Hours,,,,,,,
QLD,Powerlink,"21/04/2023 07:00
Friday","21/04/2023 16:00
Friday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"22/04/2023 07:00
Saturday","22/04/2023 16:00
Saturday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"23/04/2023 07:00
Sunday","23/04/2023 16:00
Sunday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"24/04/2023 07:00
Monday","24/04/2023 16:00
Monday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
QLD,Powerlink,"26/04/2023 07:00
Wednesday","26/04/2023 16:00
Wednesday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
VIC,AusNet,"27/04/2023 06:00
Thursday","27/04/2023 18:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
QLD,Powerlink,"27/04/2023 07:00
Thursday","27/04/2023 16:00
Thursday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
VIC,AusNet,"28/04/2023 06:00
Friday","28/04/2023 18:30
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"29/04/2023 06:00
Saturday","29/04/2023 18:30
Saturday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"30/04/2023 07:00
Sunday","30/04/2023 17:00
Sunday",Heywood - Tarrone 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"01/05/2023 07:00
Monday","01/05/2023 17:00
Monday",Heywood - Tarrone 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"02/05/2023 07:00
Tuesday","02/05/2023 17:00
Tuesday",Heywood - Tarrone 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"03/05/2023 07:00
Wednesday","03/05/2023 17:00
Wednesday",Heywood - Tarrone 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
TAS,TasNetworks,"03/05/2023 15:00
Wednesday","03/05/2023 16:00
Wednesday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 1 hr-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"TAS
Commissioning
60 Minutes",#REF!,60 Minutes,,,,,,,
VIC,AusNet,"04/05/2023 07:00
Thursday","04/05/2023 17:00
Thursday",Heywood - Tarrone 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"05/05/2023 07:00
Friday","05/05/2023 17:00
Friday",Heywood - Tarrone 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"09/05/2023 06:00
Tuesday","09/05/2023 18:30
Tuesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
QLD,Powerlink,"09/05/2023 07:00
Tuesday","09/06/2023 17:00
Friday",Nebo - Strathmore (878) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,,"QLD
Commissioning
31.4 Days",#REF!,31.4 Days,,,,,,,
VIC,AusNet,"10/05/2023 06:00
Wednesday","10/05/2023 18:30
Wednesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"11/05/2023 06:00
Thursday","11/05/2023 18:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
QLD,Powerlink,"14/05/2023 08:30
Sunday","19/05/2023 16:00
Friday",Ross No.2 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 4 hrs-Night: 7 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"QLD
Maintenance
5.3 Days",#REF!,5.3 Days,,,,,,,
VIC,AusNet,"15/05/2023 07:00
Monday","15/05/2023 17:00
Monday",Hazelwood - Loy Yang Power Station No.2 500 kV Line,"A credible contingency event during this planned outage could cause:
? A large reduction in generation in Victoria
? Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"16/05/2023 06:00
Tuesday","18/05/2023 18:30
Thursday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 0 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"VIC / SA
Maintenance
2.5 Days",#REF!,2.5 Days,,,,,,,
VIC,AusNet,"16/05/2023 07:00
Tuesday","16/05/2023 17:00
Tuesday",Hazelwood - Loy Yang Power Station No.2 500 kV Line,"A credible contingency event during this planned outage could cause:
? A large reduction in generation in Victoria
? Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"17/05/2023 07:00
Wednesday","17/05/2023 17:00
Wednesday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
? A large reduction in generation in Victoria
? Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"18/05/2023 07:00
Thursday","18/05/2023 17:00
Thursday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
? A large reduction in generation in Victoria
? Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
NSW,Transgrid,"19/05/2023 07:00
Friday","21/05/2023 17:00
Sunday",Jindera - Wagga (62) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 øC
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
? Between Victoria and New South Wales.
? Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 6 hrs-Night: 6 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"NSW/ VIC
Commissioning
2.4 Days",#REF!,2.4 Days,,,,,,,
VIC,AusNet,"23/05/2023 06:00
Tuesday","23/05/2023 18:30
Tuesday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
VIC,AusNet,"24/05/2023 06:00
Wednesday","24/05/2023 18:30
Wednesday",Moorabool - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
12.5 Hours",#REF!,12.5 Hours,,,,,,,
