Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Reason and
Duration",Duration,,,,,,,
NSW,Transgrid,"02/10/2021 06:00
Saturday","02/10/2021 18:00
Saturday",Armidale - Tamworth (86) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"02/10/2021 06:00
Saturday","02/10/2021 18:00
Saturday",Tamworth No.1 330 kV Bus,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: 2 hrs,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"02/10/2021 06:00
Saturday","02/10/2021 18:00
Saturday",Tamworth Liddell PS (84) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 4 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"04/10/2021 06:00
Monday","04/10/2021 17:00
Monday",Liddell to Muswellbrook (83) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 4 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
11 Hours",11 Hours,,,,,,,
TAS,TasNetworks,"04/10/2021 07:00
Monday","04/10/2021 15:00
Monday",Sheffield - Farrell No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"Maintenance
8 Hours",8 Hours,,,,,,,
TAS,TasNetworks,"05/10/2021 06:00
Tuesday","05/10/2021 16:00
Tuesday",Sheffield - Farrell No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 1.5 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"Maintenance
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"05/10/2021 06:00
Tuesday","05/10/2021 16:00
Tuesday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"07/10/2021 06:00
Thursday","07/10/2021 16:00
Thursday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"08/10/2021 06:00
Friday","08/10/2021 16:00
Friday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"09/10/2021 06:00
Saturday","09/10/2021 16:00
Saturday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"10/10/2021 06:00
Sunday","10/10/2021 16:00
Sunday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,T,T,"Commissioning
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"11/10/2021 05:00
Monday","15/10/2021 17:00
Friday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 18 hrs-Night: 18 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,,"Commissioning
4.5 Days",4.5 Days,,,,,,,
VIC,AusNet,"12/10/2021 06:45
Tuesday","12/10/2021 17:00
Tuesday",Keilor - South Morang 500 kV Line,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 1 hr-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"Maintenance
10.3 Hours",10.3 Hours,,,,,,,
NSW,Transgrid,"16/10/2021 05:30
Saturday","16/10/2021 17:00
Saturday",Tamworth No.3 330 kV Bus,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"Commissioning
11.5 Hours",11.5 Hours,,,,,,,
NSW,Transgrid,"16/10/2021 05:30
Saturday","16/10/2021 17:00
Saturday",Muswellbrook - Tamworth (88) 330 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"Commissioning
11.5 Hours",11.5 Hours,,,,,,,
VIC,AusNet,"16/10/2021 06:00
Saturday","16/10/2021 16:00
Saturday",Red Cliffs-Wemen 220 kV Line,"<<NEW since the last notification>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Maintenance
10 Hours",10 Hours,,,,,,,
VIC,AusNet,"19/10/2021 06:00
Tuesday","19/10/2021 16:00
Tuesday",Keilor – Sydenham 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
10 Hours",10 Hours,,,,,,,
QLD,Powerlink,"25/10/2021 07:00
Monday","27/10/2021 14:00
Wednesday",Nebo - Broadsound (8847) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
2.3 Days",2.3 Days,,,,,,,
QLD,Powerlink,"27/10/2021 14:01
Wednesday","06/11/2021 17:00
Saturday",Nebo - Broadsound (8847) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
10.1 Days",10.1 Days,,,,,,,
NSW,Transgrid,"01/11/2021 04:00
Monday","01/11/2021 10:00
Monday",Wagga (A) 330 kV Bus,"<<NEW since the last notification>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
•Between Victoria and New South Wales.
•Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
6 Hours",6 Hours,,,,,,,
NSW,Transgrid,"01/11/2021 05:00
Monday","03/11/2021 16:00
Wednesday",Buronga-Balranald (X3) 220kV line,"<<NEW since the last notification>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
During this planned outage power transfer will be restricted
• Between Victoria and New South Wales.
• Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 12 hrs-Night: 12 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
2.5 Days",2.5 Days,,,,,,,
NSW,Transgrid,"01/11/2021 05:30
Monday","01/11/2021 16:00
Monday",Wagga - Darlington Point (63) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
•Between Victoria and New South Wales.
•Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Maintenance
10.5 Hours",10.5 Hours,,,,,,,
NSW,Transgrid,"01/11/2021 06:00
Monday","06/11/2021 16:00
Saturday",Lower Tumut - Wagga  (051) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
• Between Victoria and New South Wales.
• Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 48 hrs-Night: 48 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
5.4 Days",5.4 Days,,,,,,,
NSW,Transgrid,"03/11/2021 06:00
Wednesday","03/11/2021 16:00
Wednesday",Buronga-Balranald (X3) 220kV line,"<<NEW since the last notification>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
During this planned outage power transfer will be restricted
• Between Victoria and New South Wales.
• Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Maintenance
10 Hours",10 Hours,,,,,,,
NSW,Transgrid,"04/11/2021 05:00
Thursday","05/11/2021 16:00
Friday",Buronga-Balranald (X3) 220kV line,"<<NEW since the last notification>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
During this planned outage power transfer will be restricted
• Between Victoria and New South Wales.
• Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 12 hrs-Night: 12 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"Commissioning
1.5 Days",1.5 Days,,,,,,,
VIC,AusNet,"04/11/2021 06:00
Thursday","04/11/2021 18:00
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
12 Hours",12 Hours,,,,,,,
VIC,AusNet,"05/11/2021 06:00
Friday","05/11/2021 18:00
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
12 Hours",12 Hours,,,,,,,
NSW,Transgrid,"06/11/2021 05:00
Saturday","10/11/2021 17:00
Wednesday",Armidale - Tamworth (86) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 8 hrs-Night: 8 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
4.5 Days",4.5 Days,,,,,,,
VIC,AusNet,"06/11/2021 06:00
Saturday","06/11/2021 18:00
Saturday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
12 Hours",12 Hours,,,,,,,
QLD,Powerlink,"09/11/2021 11:00
Tuesday","09/11/2021 11:30
Tuesday",Ross No.3 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 5 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
30 Minutes",30 Minutes,,,,,,,
QLD,Powerlink,"10/11/2021 10:00
Wednesday","10/11/2021 10:30
Wednesday",Ross No.4 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 5 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
30 Minutes",30 Minutes,,,,,,,
TAS,TasNetworks,"16/11/2021 07:00
Tuesday","16/11/2021 15:00
Tuesday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
8 Hours",8 Hours,,,,,,,
TAS,TasNetworks,"17/11/2021 07:00
Wednesday","17/11/2021 15:00
Wednesday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
8 Hours",8 Hours,,,,,,,
QLD,Powerlink,"30/11/2021 08:30
Tuesday","30/11/2021 17:00
Tuesday",Broadsound - Nebo (834) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
8.5 Hours",8.5 Hours,,,,,,,
QLD,Powerlink,"06/12/2021 07:00
Monday","06/12/2021 16:00
Monday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
9 Hours",9 Hours,,,,,,,
QLD,Powerlink,"07/12/2021 07:00
Tuesday","07/12/2021 16:00
Tuesday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
9 Hours",9 Hours,,,,,,,
TAS,TasNetworks,"08/12/2021 07:00
Wednesday","08/12/2021 16:00
Wednesday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
9 Hours",9 Hours,,,,,,,
TAS,TasNetworks,"09/12/2021 07:00
Thursday","09/12/2021 16:00
Thursday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
9 Hours",9 Hours,,,,,,,
TAS,TasNetworks,"11/01/2022 07:00
Tuesday","11/01/2022 15:00
Tuesday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Commissioning
8 Hours",8 Hours,,,,,,,
QLD,Powerlink,"10/02/2022 09:00
Thursday","10/02/2022 14:00
Thursday",Ross No.4 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 30 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
5 Hours",5 Hours,,,,,,,
TAS,TasNetworks,"16/02/2022 07:00
Wednesday","18/02/2022 15:00
Friday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 48 hrs-Night: 48 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Commissioning
2.3 Days",2.3 Days,,,,,,,
TAS,TasNetworks,"24/02/2022 07:00
Thursday","24/02/2022 15:00
Thursday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 1 hr-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Commissioning
8 Hours",8 Hours,,,,,,,
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"02/03/2022 06:00
Wednesday","02/03/2022 15:00
Wednesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"03/03/2022 06:00
Thursday","03/03/2022 15:00
Thursday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"09/03/2022 06:00
Wednesday","09/03/2022 15:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"10/03/2022 06:00
Thursday","10/03/2022 15:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"16/03/2022 06:00
Wednesday","16/03/2022 13:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
7 Hours",7 Hours,,,,,,,
QLD,Powerlink,"22/03/2022 09:00
Tuesday","22/03/2022 17:00
Tuesday",Ross No.2 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
8 Hours",8 Hours,,,,,,,
TAS,TasNetworks,"04/04/2022 08:00
Monday","06/04/2022 16:00
Wednesday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 48 hrs-Night: 48 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Commissioning
2.3 Days",2.3 Days,,,,,,,
QLD,Powerlink,"05/04/2022 10:35
Tuesday","05/04/2022 16:00
Tuesday",Strathmore - Ross (8857) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.",Day: 1.5 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
5.4 Hours",5.4 Hours,,,,,,,
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
