Region,NSP,Start,Finish,Network Asset,Recall_Day_Hours,Recall_Night_Hours,Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,Status_Description,Status_Code,Reason,Duration_Hours,Impact,file_name,Duration_Category,Asset Type
VIC,AusNet,2024-12-31 06:00:00,2024-12-31 17:00:00,Kiamal SF - MurraWarra 220 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,11.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,10.0–11.0 hrs,Line
VIC,AusNet,2024-12-31 05:30:00,2024-12-31 16:00:00,Kiamal SF-Red Cliffs 220 kV LINE,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.5,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,10.0–11.0 hrs,Line
TAS,TasNetworks,2024-12-19 13:00:00,2024-12-19 15:30:00,Gordon - Chapel St No.2 220 kV Line,1.0,0.0,0,0,0,1,0,Planned,RESUBMIT,Commissioning,2.5,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,2024-08-26,0.2–8.5 hrs,Line
TAS,TasNetworks,2024-12-18 11:00:00,2024-12-18 13:00:00,Gordon - Chapel St No.2 220 kV Line,2.0,0.0,0,0,0,1,0,Planned,SUBMIT,Commissioning,2.0,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,2024-08-26,0.2–8.5 hrs,Line
VIC,AusNet,2024-12-13 05:00:00,2024-12-13 17:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2024-12-12 06:00:00,2024-12-12 16:00:00,Haunted Gully - Tarrone 500 Kv line,2.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,8.5–10.0 hrs,Line
QLD,Powerlink,2024-12-09 08:00:00,2024-12-11 17:00:00,Strathmore - Ross (8857) 275 kV Line,6.0,8.0,0,0,0,1,0,Planned,RESUBMIT,Commissioning,57.6,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,52.8–129.6 hrs,Line
VIC,AusNet,2025-02-04 06:00:00,2025-02-04 16:00:00,Bulgana - Horsham 220 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-12-06 05:00:00,2024-12-06 17:00:00,Kerang-Wemen 220 kV Line,8.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-03-03 06:00:00,2025-03-03 16:00:00,MooraboolSydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
QLD,Powerlink,2025-03-07 17:01:00,2025-08-19 07:59:00,Nebo - Strathmore (822) 275 kV Line,0.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,3950.4,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,156.0–3950.4 hrs,Line
VIC,AusNet,2025-03-07 05:00:00,2025-03-07 17:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-03-06 05:00:00,2025-03-06 17:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-03-05 06:00:00,2025-03-05 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,<<NEW since the last notification>>  A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-03-05 05:00:00,2025-03-05 17:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-03-04 06:00:00,2025-03-04 16:00:00,Horsham - MurraWarra 220 kV Line,60.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-03-04 06:00:00,2025-03-04 16:00:00,Kiamal SF - MurraWarra 220 kV Line,60.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-03-04 05:00:00,2025-03-04 17:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
QLD,Powerlink,2025-03-03 08:00:00,2025-03-07 17:00:00,Nebo - Strathmore (822) 275 kV Line,48.0,48.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,105.6,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,52.8–129.6 hrs,Line
VIC,AusNet,2025-03-03 05:00:00,2025-03-03 17:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-02-10 06:00:00,2025-02-10 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-02-25 07:00:00,2025-02-25 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
TAS,TasNetworks,2025-02-24 07:00:00,2025-02-24 11:00:00,Sheffield - Farrell No.2 220 kV Line,1.0,0.0,0,0,0,1,0,Planned,SUBMIT,Commissioning,4.0,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,2024-08-26,0.2–8.5 hrs,Line
VIC,AusNet,2025-02-24 06:00:00,2025-02-24 16:00:00,MooraboolSydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-02-23 06:00:00,2025-02-23 18:00:00,MooraboolSydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-02-22 06:00:00,2025-02-22 18:00:00,MooraboolSydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-02-21 06:00:00,2025-02-21 18:00:00,MooraboolSydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-02-17 07:00:00,2025-02-17 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-02-17 06:00:00,2025-02-17 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2025-02-11 07:00:00,2025-02-11 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-12-09 06:00:00,2024-12-09 16:00:00,Kiamal SF - MurraWarra 220 kV Line,60.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-12-04 05:00:00,2024-12-04 17:00:00,Kerang-Wemen 220 kV Line,8.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2025-03-18 06:00:00,2025-03-18 17:00:00,MooraboolSydenham No.1 500 kV Line,60.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,11.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,10.0–11.0 hrs,Line
VIC,AusNet,2024-09-11 06:30:00,2024-09-11 17:00:00,Hazelwood - Loy Yang Power Station No.3 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.5,A credible contingency event during this planned outage could cause:   A large reduction in generation in Victoria   Load shedding in Victoria,2024-08-26,10.0–11.0 hrs,Line
SA,ElectraNet,2024-09-20 17:15:00,2024-09-20 17:30:00,Tailem Bend - South East  No.1 275 kV Line,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,0.25,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,0.2–8.5 hrs,Line
QLD,Powerlink,2024-09-20 16:01:00,2024-09-20 17:00:00,Haughton River - Ross (8911) 275 kV Line,0.0,0.0,0,0,0,0,0,Planned,SUBMIT,Commissioning,0.98,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,0.2–8.5 hrs,Line
NSW,Transgrid,2024-09-20 06:00:00,2024-09-28 18:00:00,Jindera - Wagga (62) 330 kV Line,4.0,6.0,0,0,0,0,0,Planned,MTLTP,Maintenance,204.0,This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer    Between Victoria and New South Wales.   Between South Australia and Victoria on Murraylink  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,156.0–3950.4 hrs,Line
VIC,AusNet,2024-09-18 06:00:00,2024-09-18 18:00:00,Red Cliffs No.2 220 kV Bus,0.0,0.0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,11.0–12.0 hrs,Bus
VIC,AusNet,2024-09-17 06:00:00,2024-09-17 18:00:00,Red Cliffs No.2 220 kV Bus,0.0,0.0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,"This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,11.0–12.0 hrs,Bus
QLD,Powerlink,2024-09-16 07:00:00,2024-09-16 07:59:00,Haughton River - Ross (8911) 275 kV Line,0.0,0.0,0,0,0,0,0,Planned,SUBMIT,Commissioning,0.98,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,0.2–8.5 hrs,Line
VIC,AusNet,2024-09-16 06:00:00,2024-09-16 18:00:00,Red Cliffs No.2 220 kV Bus,0.0,0.0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,"This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,11.0–12.0 hrs,Bus
QLD,Powerlink,2024-09-14 08:00:00,2024-09-14 17:00:00,Stanwell - Broadsound (856) 275 kV Line,1.0,0.0,0,0,0,0,0,Planned,SUBMIT,Commissioning,9.0,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.    Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-13 06:00:00,2024-09-13 18:00:00,Red Cliffs No.1 220 kV Bus,2.0,0.0,1,0,1,1,1,Planned,SUBMIT,Maintenance,12.0,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Wemen 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,11.0–12.0 hrs,Bus
NSW,Transgrid,2024-09-09 05:30:00,2024-09-09 22:00:00,Balranald - Darlington Point (X5) 220 kV Line,12.0,0.0,0,0,0,1,1,Planned,SUBMIT,Commissioning,16.5,During this planned outage power transfer will be restricted   Between Victoria and New South Wales.   Between South Australia and Victoria on Murraylink  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,12.0–52.8 hrs,Line
NSW,Transgrid,2024-09-30 05:30:00,2024-09-30 22:00:00,Jindera - Wagga (62) 330 kV Line,12.0,0.0,0,0,0,0,0,Planned,SUBMIT,Commissioning,16.5,This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer    Between Victoria and New South Wales.   Between South Australia and Victoria on Murraylink  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,12.0–52.8 hrs,Line
NSW,Transgrid,2024-09-05 07:00:00,2024-09-05 17:00:00,Liddell to Muswellbrook (83) 330 kV Line,2.0,0.0,0,0,1,1,1,Planned,MTLTP,Maintenance,10.0,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause:    Synchronous separation of the Queensland region from the rest of the NEM,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-05 06:30:00,2024-09-05 18:30:00,Hazelwood - Loy Yang Power Station No.2 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage could cause:   A large reduction in generation in Victoria   Load shedding in Victoria,2024-08-26,11.0–12.0 hrs,Line
NSW,Transgrid,2024-09-04 07:00:00,2024-09-04 17:00:00,Liddell to Muswellbrook (83) 330 kV Line,2.0,0.0,0,0,1,1,1,Planned,MTLTP,Maintenance,10.0,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause:    Synchronous separation of the Queensland region from the rest of the NEM,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-04 06:30:00,2024-09-04 16:30:00,Hazelwood - Loy Yang Power Station No.1 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.0,A credible contingency event during this planned outage could cause:   A large reduction in generation in Victoria   Load shedding in Victoria,2024-08-26,8.5–10.0 hrs,Line
NSW,Transgrid,2024-08-30 07:00:00,2024-09-01 17:00:00,Buronga - Red Cliffs (X1) 220 kV line,12.0,12.0,0,0,1,1,1,Planned,MTLTP,Commissioning,57.6,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,52.8–129.6 hrs,Line
VIC,AusNet,2024-08-29 06:30:00,2024-08-29 17:00:00,South Morang - Sydenham No.1 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-26,10.0–11.0 hrs,Line
VIC,AusNet,2024-08-29 06:00:00,2024-08-29 18:00:00,Kerang-Wemen 220 kV Line,3.0,0.0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-27 06:30:00,2024-08-27 17:30:00,Red Cliffs No.2 220 kV Bus,2.0,0.0,1,0,1,1,1,Planned,SUBMIT,Maintenance,11.0,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,10.0–11.0 hrs,Bus
VIC,AusNet,2024-08-26 06:39:00,2024-08-26 17:30:00,Red Cliffs No.2 220 kV Bus,2.0,0.0,1,0,1,1,1,In Progress,PTP,Maintenance,10.8,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,10.0–11.0 hrs,Bus
VIC,AusNet,2024-09-26 07:00:00,2024-09-26 17:30:00,Hazelwood - South Morang No.2 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-26,10.0–11.0 hrs,Line
VIC,AusNet,2024-10-01 06:00:00,2024-10-11 20:30:00,MooraboolSydenham No.2 500 kV Line,72.0,84.0,0,0,0,0,0,Planned,MTLTP,Maintenance,254.4,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,156.0–3950.4 hrs,Line
VIC,AusNet,2024-12-02 06:00:00,2024-12-02 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-11-11 06:00:00,2024-11-11 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-11-28 05:00:00,2024-11-28 17:00:00,Red Cliffs-Wemen 220 kV Line,0.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
VIC,AusNet,2024-11-26 05:00:00,2024-11-26 17:00:00,Red Cliffs-Wemen 220 kV Line,0.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,11.0–12.0 hrs,Line
QLD,Powerlink,2024-11-25 08:00:00,2024-11-29 17:00:00,Nebo - Strathmore (822) 275 kV Line,48.0,48.0,0,0,1,0,0,Planned,SUBMIT,Maintenance,105.6,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,52.8–129.6 hrs,Line
VIC,AusNet,2024-11-25 06:00:00,2024-11-25 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
VIC,AusNet,2024-11-23 06:00:00,2024-11-24 16:00:00,Haunted Gully - Tarrone 500 Kv line,1.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,33.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,12.0–52.8 hrs,Line
VIC,AusNet,2024-11-21 06:00:00,2024-11-22 16:00:00,Haunted Gully - Tarrone 500 Kv line,1.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,33.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,12.0–52.8 hrs,Line
VIC,AusNet,2024-11-18 06:00:00,2024-11-18 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,8.5–10.0 hrs,Line
