Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Impact Region,
Reason and
Duration",Vs Old,Duration,,,,,,,
VIC,AusNet,"17/06/2022 06:30
Friday","21/06/2022 18:30
Tuesday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 48 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"VIC / SA
Maintenance
4.5 Days",#REF!,4.5 Days,,,,,,,
SA,ElectraNet,"17/06/2022 08:00
Friday","21/06/2022 08:00
Tuesday",Heywood - South East No.1 275 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 159 hrs-Night: 159 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,T,"VIC / SA
Commissioning
4 Days",#REF!,4 Days,,,,,,,
SA,ElectraNet,"21/06/2022 08:00
Tuesday","22/06/2022 17:30
Wednesday",Heywood - South East No.1 275 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 159 hrs-Night: 159 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,T,"VIC / SA
Commissioning
1.4 Days",#REF!,1.4 Days,,,,,,,
TAS,TasNetworks,"21/06/2022 08:00
Tuesday","21/06/2022 16:00
Tuesday",Gordon - Chapel St No.2 220 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Withdraw Requested,"Withdraw Requested
",,,,T,,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
TAS,TasNetworks,"21/06/2022 08:00
Tuesday","21/06/2022 16:00
Tuesday",Gordon - Chapel St No.2 220 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,T,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
TAS,TasNetworks,"22/06/2022 08:00
Wednesday","22/06/2022 16:00
Wednesday",Gordon - Chapel St No.2 220 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Withdraw Requested,"Withdraw Requested
",,,,T,,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
TAS,TasNetworks,"22/06/2022 08:00
Wednesday","22/06/2022 16:00
Wednesday",Gordon - Chapel St No.2 220 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,T,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
QLD,Powerlink,"22/06/2022 09:00
Wednesday","22/06/2022 10:00
Wednesday",Ross No.2 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 5 mins-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"QLD
Maintenance
60 Minutes",#REF!,60 Minutes,,,,,,,
TAS,TasNetworks,"23/06/2022 08:00
Thursday","23/06/2022 16:00
Thursday",Gordon - Chapel St No.2 220 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Withdraw Requested,"Withdraw Requested
",,,,T,,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
TAS,TasNetworks,"23/06/2022 08:00
Thursday","23/06/2022 16:00
Thursday",Gordon - Chapel St No.1 220 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
SA,ElectraNet,"23/06/2022 08:15
Thursday","25/06/2022 13:30
Saturday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 159 hrs-Night: 159 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,T,"VIC / SA
Commissioning
2.2 Days",#REF!,2.2 Days,,,,,,,
TAS,TasNetworks,"24/06/2022 08:00
Friday","24/06/2022 16:00
Friday",Gordon - Chapel St No.2 220 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Withdraw Requested,"Withdraw Requested
",,,,T,,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
TAS,TasNetworks,"24/06/2022 08:00
Friday","24/06/2022 16:00
Friday",Gordon - Chapel St No.1 220 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"TAS
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
SA,ElectraNet,"26/06/2022 08:30
Sunday","26/06/2022 16:30
Sunday",Cherry Gardens - Tailem Bend 275 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 1 hr-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"SA
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
QLD,Powerlink,"27/06/2022 07:00
Monday","27/06/2022 10:00
Monday",Strathmore No.1 275/132 kV Transformer,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 15 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"
Commissioning
3 Hours",#REF!,3 Hours,,,,,,,
SA,ElectraNet,"27/06/2022 09:00
Monday","27/06/2022 15:15
Monday",Cherry Gardens - Tailem Bend 275 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 1 hr-Night: NA,Withdrawn,"Withdrawn
",,,,,,"SA
Maintenance
6.2 Hours",#REF!,6.2 Hours,,,,,,,
VIC,AusNet,"28/06/2022 06:30
Tuesday","28/06/2022 17:00
Tuesday",Rowville - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 4 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"VIC
Maintenance
10.5 Hours",#REF!,10.5 Hours,,,,,,,
SA,ElectraNet,"28/06/2022 09:00
Tuesday","28/06/2022 15:15
Tuesday",Cherry Gardens - Tailem Bend 275 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 1 hr-Night: NA,Withdrawn,"Withdrawn
",,,,,,"SA
Maintenance
6.2 Hours",#REF!,6.2 Hours,,,,,,,
QLD,Powerlink,"29/06/2022 07:00
Wednesday","29/06/2022 10:00
Wednesday",Strathmore No.1 275/132 kV Transformer,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 15 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"
Commissioning
3 Hours",#REF!,3 Hours,,,,,,,
VIC,AusNet,"02/07/2022 06:30
Saturday","02/07/2022 18:00
Saturday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"VIC
Maintenance
11.5 Hours",#REF!,11.5 Hours,,,,,,,
VIC,AusNet,"03/07/2022 06:30
Sunday","03/07/2022 18:00
Sunday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"VIC
Maintenance
11.5 Hours",#REF!,11.5 Hours,,,,,,,
SA,ElectraNet,"04/07/2022 08:00
Monday","08/07/2022 08:00
Friday",Heywood - South East No.2 275 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 159 hrs-Night: 159 hrs,Withdraw Requested,"Withdraw Requested
",,,,,T,"VIC / SA
Commissioning
4 Days",#REF!,4 Days,,,,,,,
SA,ElectraNet,"04/07/2022 08:00
Monday","08/07/2022 08:00
Friday",Heywood - South East No.2 275 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 159 hrs-Night: 159 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"VIC / SA
Commissioning
4 Days",#REF!,4 Days,,,,,,,
VIC,AusNet,"05/07/2022 06:30
Tuesday","05/07/2022 19:30
Tuesday",Heywood - Tarrone 500 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,,"VIC
Maintenance
13 Hours",#REF!,13 Hours,,,,,,,
VIC,AusNet,"05/07/2022 08:30
Tuesday","05/07/2022 10:00
Tuesday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 30 mins-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,,,"VIC
Maintenance
1.5 Hours",#REF!,1.5 Hours,,,,,,,
VIC,AusNet,"06/07/2022 06:30
Wednesday","06/07/2022 19:30
Wednesday",Heywood - Tarrone 500 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,,"VIC
Maintenance
13 Hours",#REF!,13 Hours,,,,,,,
QLD,Powerlink,"06/07/2022 08:30
Wednesday","13/07/2022 14:30
Wednesday",Ross No.2 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 12 hrs-Night: 16 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,,,"QLD
Maintenance
7.3 Days",#REF!,7.3 Days,,,,,,,
VIC,AusNet,"07/07/2022 06:30
Thursday","07/07/2022 19:30
Thursday",Heywood - Tarrone 500 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,,"VIC
Maintenance
13 Hours",#REF!,13 Hours,,,,,,,
VIC,AusNet,"08/07/2022 06:30
Friday","08/07/2022 19:30
Friday",Heywood - Tarrone 500 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Withdrawn,"Withdrawn
",,,,,,"VIC
Maintenance
13 Hours",#REF!,13 Hours,,,,,,,
NSW,Transgrid,"08/07/2022 07:00
Friday","08/07/2022 10:30
Friday",Wagga - Darlington Point (63) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
•Between Victoria and New South Wales.
•Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 1 hr-Night: NA,Planned - RESUBMIT,"Planned - RESUBMIT
",,,,,,"NSW/ VIC
Maintenance
3.5 Hours",#REF!,3.5 Hours,,,,,,,
SA,ElectraNet,"08/07/2022 08:00
Friday","09/07/2022 17:30
Saturday",Heywood - South East No.2 275 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 159 hrs-Night: 159 hrs,Planned - RESUBMIT,"Planned - RESUBMIT
",,,,,T,"VIC / SA
Commissioning
1.4 Days",#REF!,1.4 Days,,,,,,,
QLD,Powerlink,"10/07/2022 08:30
Sunday","10/07/2022 14:30
Sunday",Haughton River - Ross (8911) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.",Day: 1.5 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
6 Hours",#REF!,6 Hours,,,,,,,
NSW,Transgrid,"11/07/2022 06:00
Monday","16/07/2022 17:00
Saturday",Armidale - Tamworth (85) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 8 hrs-Night: 9 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,T,"NSW / QLD
Commissioning
5.5 Days",#REF!,5.5 Days,,,,,,,
VIC,AusNet,"11/07/2022 07:30
Monday","11/07/2022 16:00
Monday",Hazelwood - Cranbourne 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
8.5 Hours",#REF!,8.5 Hours,,,,,,,
SA,ElectraNet,"12/07/2022 08:00
Tuesday","17/07/2022 08:00
Sunday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 159 hrs-Night: 159 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,T,"SA
Commissioning
5 Days",#REF!,5 Days,,,,,,,
QLD,Powerlink,"13/07/2022 09:00
Wednesday","13/07/2022 17:00
Wednesday",Ross No.2 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"QLD
Maintenance
8 Hours",#REF!,8 Hours,,,,,,,
VIC,AusNet,"14/07/2022 07:00
Thursday","14/07/2022 17:00
Thursday",Rowville - South Morang 500 kV Line,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
SA,ElectraNet,"17/07/2022 08:00
Sunday","19/07/2022 12:30
Tuesday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 159 hrs-Night: 159 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,T,"SA
Commissioning
2.2 Days",#REF!,2.2 Days,,,,,,,
QLD,Powerlink,"19/07/2022 09:00
Tuesday","19/07/2022 14:00
Tuesday",Nebo - Strathmore (8845) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Maintenance
5 Hours",#REF!,5 Hours,,,,,,,
SA,ElectraNet,"19/07/2022 12:30
Tuesday","21/07/2022 17:30
Thursday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 159 hrs-Night: 159 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"SA
Commissioning
2.2 Days",#REF!,2.2 Days,,,,,,,
VIC,AusNet,"22/07/2022 06:30
Friday","22/07/2022 17:00
Friday",Rowville - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10.5 Hours",#REF!,10.5 Hours,,,,,,,
QLD,Powerlink,"25/07/2022 07:00
Monday","22/08/2022 17:00
Monday",Nebo - Strathmore (8845) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"QLD
Commissioning
28.4 Days",#REF!,28.4 Days,,,,,,,
SA,ElectraNet,"01/08/2022 08:00
Monday","12/08/2022 17:30
Friday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 120 hrs-Night: 120 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"VIC / SA
Maintenance
11.4 Days",#REF!,11.4 Days,,,,,,,
SA,ElectraNet,"15/08/2022 08:00
Monday","26/08/2022 17:30
Friday",Tailem Bend - Tungkillo 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 120 hrs-Night: 120 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"SA
Maintenance
11.4 Days",#REF!,11.4 Days,,,,,,,
