Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Impact Region,
Reason and
Duration",Vs Old,Duration,,,,,,,
NSW,Transgrid,"25/09/2023 07:00
Monday","25/09/2023 16:00
Monday",Dumaresq - Bulli Creek (8M) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM 
• Large reduction in generation in NSW if exporting.",Day: 1 hr-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,T,"NSW / QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
TAS,TasNetworks,"25/09/2023 08:00
Monday","03/10/2023 15:00
Tuesday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"TAS
Maintenance
8.3 Days",#REF!,8.3 Days,,,,,,,
NSW,Transgrid,"26/09/2023 07:00
Tuesday","26/09/2023 16:00
Tuesday",Dumaresq - Bulli Creek (8L) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM 
• Large reduction in generation in NSW if exporting.",Day: 1 hr-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,T,"NSW / QLD
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
NSW,Transgrid,"27/09/2023 08:00
Wednesday","27/09/2023 16:00
Wednesday",Armidale - Dumaresq (8C) 330 kV Line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"NSW / QLD
Commissioning
8 Hours",#REF!,8 Hours,,,,,,,
NSW,Transgrid,"28/09/2023 08:00
Thursday","28/09/2023 16:00
Thursday",Dumaresq - Sapphire WF (8J) 330 kV line,"A credible contingency event during this planned outage could cause: 
• Synchronous separation of the Queensland region from the rest of the NEM",Day: 3 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,T,,T,"NSW/QLD
Commissioning
8 Hours",#REF!,8 Hours,,,,,,,
VIC,AusNet,"03/10/2023 06:00
Tuesday","03/10/2023 16:00
Tuesday",Heywood - Mortlake 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"04/10/2023 06:30
Wednesday","04/10/2023 18:30
Wednesday",Hazelwood - Rowville 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3.75 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
TAS,TasNetworks,"04/10/2023 07:00
Wednesday","10/10/2023 15:00
Tuesday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 2 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"TAS
Maintenance
6.3 Days",#REF!,6.3 Days,,,,,,,
TAS,TasNetworks,"04/10/2023 07:00
Wednesday","04/10/2023 15:30
Wednesday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 4 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"TAS
Maintenance
8.5 Hours",#REF!,8.5 Hours,,,,,,,
VIC,AusNet,"05/10/2023 06:00
Thursday","05/10/2023 18:00
Thursday",Red Cliffs No.2 220 kV Bus,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C 
This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"05/10/2023 06:30
Thursday","05/10/2023 18:30
Thursday",Hazelwood - Rowville 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3.75 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
TAS,TasNetworks,"05/10/2023 07:00
Thursday","05/10/2023 15:30
Thursday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 4 hrs-Night: NA,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"TAS
Maintenance
8.5 Hours",#REF!,8.5 Hours,,,,,,,
NSW,Transgrid,"06/10/2023 06:00
Friday","11/10/2023 15:00
Wednesday",Jindera - Wagga (62) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
• Between Victoria and New South Wales.
• Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 6 hrs-Night: 6 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,,T,"NSW/ VIC
Commissioning
5.4 Days",#REF!,5.4 Days,,,,,,,
VIC,AusNet,"06/10/2023 06:30
Friday","06/10/2023 18:30
Friday",Hazelwood - Rowville 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 3.75 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
NSW,Transgrid,"06/10/2023 07:00
Friday","06/10/2023 16:00
Friday",Wagga - Darlington Point (63) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer 
•Between Victoria and New South Wales.
•Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"NSW/ VIC
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
VIC,AusNet,"07/10/2023 06:30
Saturday","09/10/2023 18:30
Monday",Hazelwood - South Morang No.2 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
2.5 Days",#REF!,2.5 Days,,,,,,,
VIC,AusNet,"10/10/2023 06:00
Tuesday","10/10/2023 19:00
Tuesday",Hazelwood - South Morang No.1 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 4 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
13 Hours",#REF!,13 Hours,,,,,,,
VIC,AusNet,"11/10/2023 06:30
Wednesday","11/10/2023 18:30
Wednesday",Hazelwood - Loy Yang Power Station No.2 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 3.75 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"12/10/2023 06:00
Thursday","12/10/2023 18:00
Thursday",Red Cliffs No.2 220 kV Bus,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C 
This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"12/10/2023 07:00
Thursday","12/10/2023 17:00
Thursday",Hazelwood - Loy Yang Power Station No.3 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"13/10/2023 06:00
Friday","13/10/2023 18:00
Friday",Red Cliffs No.2 220 kV Bus,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C 
This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
12 Hours",#REF!,12 Hours,,,,,,,
VIC,AusNet,"13/10/2023 06:30
Friday","13/10/2023 16:30
Friday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
TAS,TasNetworks,"19/10/2023 07:00
Thursday","26/10/2023 15:00
Thursday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 8 hrs-Night: 4 hrs,Planned - MTLTP,"Planned - MTLTP
",,,,T,,"TAS
Maintenance
7.3 Days",#REF!,7.3 Days,,,,,,,
QLD,Powerlink,"19/10/2023 10:00
Thursday","19/10/2023 11:00
Thursday",Stanwell - Broadsound (8831) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 30 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,,"QLD
Maintenance
1 Hours",#REF!,1 Hours,,,,,,,
QLD,Powerlink,"19/10/2023 11:00
Thursday","19/10/2023 12:00
Thursday",Stanwell - Broadsound (856) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.

Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk",Day: 30 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,,"QLD
Maintenance
60 Minutes",#REF!,60 Minutes,,,,,,,
VIC,TOA,"20/10/2023 07:00
Friday","20/10/2023 17:00
Friday",Ararat - Crowlands 220kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,TOA,"21/10/2023 07:00
Saturday","21/10/2023 17:00
Saturday",Ararat - Crowlands 220kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,TOA,"22/10/2023 07:00
Sunday","22/10/2023 17:00
Sunday",Ararat - Crowlands 220kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,TOA,"23/10/2023 07:00
Monday","23/10/2023 17:00
Monday",Ararat - Crowlands 220kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
10 Hours",#REF!,10 Hours,,,,,,,
VIC,AusNet,"24/10/2023 07:00
Tuesday","24/10/2023 16:00
Tuesday",Hazelwood - Loy Yang Power Station No.2 500 kV Line,"A credible contingency event during this planned outage could cause:
• A large reduction in generation in Victoria
• Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - RESUBMIT,"Planned - RESUBMIT
",,,,,,"VIC
Maintenance
9 Hours",#REF!,9 Hours,,,,,,,
SA,ElectraNet,"26/10/2023 18:00
Thursday","27/10/2023 08:00
Friday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 4 hrs-Night: 4 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"SA
Maintenance
14 Hours",#REF!,14 Hours,,,,,,,
TAS,TasNetworks,"28/10/2023 07:00
Saturday","01/11/2023 09:00
Wednesday",George Town - George Town Converter Station 220 kV Line,Tasmania will be separated from the NEM,Day: 3 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"TAS
Maintenance
4.1 Days",#REF!,4.1 Days,,,,,,,
VIC,TOA,"01/11/2023 07:00
Wednesday","03/11/2023 17:00
Friday",Ararat - Crowlands 220kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"VIC
Maintenance
2.4 Days",#REF!,2.4 Days,,,,,,,
TAS,TasNetworks,"02/11/2023 13:00
Thursday","02/11/2023 15:30
Thursday",Gordon - Chapel St No.1 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,Day: 1 hr-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"TAS
Maintenance
2.5 Hours",#REF!,2.5 Hours,,,,,,,
NSW,Transgrid,"04/11/2023 03:30
Saturday","05/11/2023 19:00
Sunday",Buronga-Balranald (X3) 220kV line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
During this planned outage power transfer will be restricted
• Between Victoria and New South Wales.
• Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require:
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.",Day: 24 hrs-Night: 24 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,T,T,T,"NSW/VIC/SA
Commissioning
1.6 Days",#REF!,1.6 Days,,,,,,,
VIC,AusNet,"04/11/2023 05:30
Saturday","07/11/2023 19:00
Tuesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: NA-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
3.6 Days",#REF!,3.6 Days,,,,,,,
VIC,AusNet,"08/11/2023 05:30
Wednesday","10/11/2023 19:00
Friday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
• Cause a large reduction in generation in Victoria
• Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC
Maintenance
2.6 Days",#REF!,2.6 Days,,,,,,,
SA,ElectraNet,"09/11/2023 18:00
Thursday","10/11/2023 08:00
Friday",Tailem Bend - South East  No.2 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ",Day: 4 hrs-Night: 4 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"SA
Maintenance
14 Hours",#REF!,14 Hours,,,,,,,
SA,ElectraNet,"14/11/2023 18:00
Tuesday","15/11/2023 08:00
Wednesday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 4 hrs-Night: 4 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"VIC / SA
Maintenance
14 Hours",#REF!,14 Hours,,,,,,,
QLD,Powerlink,"16/11/2023 11:00
Thursday","16/11/2023 12:00
Thursday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ",Day: 30 mins-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"QLD
Maintenance
60 Minutes",#REF!,60 Minutes,,,,,,,
SA,ElectraNet,"19/11/2023 18:00
Sunday","20/11/2023 08:00
Monday",Heywood - South East No.2 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 4 hrs-Night: 4 hrs,Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"VIC / SA
Maintenance
14 Hours",#REF!,14 Hours,,,,,,,
VIC,AusNet,"21/11/2023 06:00
Tuesday","21/11/2023 15:30
Tuesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"VIC / SA
Maintenance
9.5 Hours",#REF!,9.5 Hours,,,,,,,
